#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
magicEarthColumnSlightTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target,給單體目標造成{0}%法攻的暗屬性傷害
magicEarthColumnMediumTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target,給單體目標造成{0}%法攻的暗屬性傷害
magicEarthColumnStrongTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target,給單體目標造成{0}%法攻的暗屬性傷害
magicMetalSlightTips,给单体目标造成{0}%法攻的光属性伤害,Deals ({0}% of magic ATK) light type magic damage to a single target,給單體目標造成{0}%法攻的光屬性傷害
magicPlantSlightTips,给单体目标造成{0}%法攻的木属性伤害,Deals ({0}% of magic ATK) grass type magic damage to a single target,給單體目標造成{0}%法攻的木屬性傷害
magicWaterSlightTips,给单体目标造成{0}%法攻的水属性伤害,Deals ({0}% of magic ATK) water type magic damage to a single target,給單體目標造成{0}%法攻的水屬性傷害
magicFireSlightTips,给单体目标造成{0}%法攻的火属性伤害,Deals ({0}% of magic ATK) fire type magic damage to a single target,給單體目標造成{0}%法攻的火屬性傷害
magicEarthSlightTips,给单体目标造成{0}%法攻的暗属性伤害,Deals ({0}% of magic ATK) dark type magic damage to a single target,給單體目標造成{0}%法攻的暗屬性傷害
magicCureSlightTips,给单体目标回复{0}%法攻的生命值,Recovers ({0}% of magic ATK) HP for a single target,給單體目標回復{0}%法攻的生命值
magicCureMediumTips,给单体目标回复{0}%法攻的生命值,Recovers ({0}% of magic ATK) HP for a single target,給單體目標回復{0}%法攻的生命值
magicCureStrongTips,给单体目标回复{0}%法攻的生命值,Recovers ({0}% of magic ATK) HP for a single target,給單體目標回復{0}%法攻的生命值
buffSpeedTips,使单体目标速度提升40%，持续3回合,Increases speed of a single target by 40% for 3 turns,使單體目標速度提升40%，持續3回合
buffSpeedSelfTips,使自身速度提升40%，持续3回合,Increases your speed by 40% for 3 turns,使自身速度提升40%，持續3回合
buffMagicTips,使单体目标智力提升80%，持续3回合,Increases intelligence of a single target by 80% for 3 turns,使單體目標智力提升80%，持續3回合
buffMagicSelfTips,使自身智力提升80%，持续3回合,Increases your intelligence by 80% for 3 turns,使自身智力提升80%，持續3回合
buffAttackTips,使单体目标力量提升80%，持续3回合,Increases strength of a single target by 80% for 3 turns,使單體目標力量提升80%，持續3回合
buffAttackSelfTips,使自身力量提升80%，持续3回合,Increases your strength by 80% for 3 turns,使自身力量提升80%，持續3回合
buffDefenseTips,使单体目标防御力提升80%，持续3回合,Increases defense of a single target by 80% for 3 turns,使單體目標防禦力提升80%，持續3回合
buffDefenseSelfTips,使自身防御力提升80%，持续3回合,Increases your defense by 80% for 3 turns,使自身防禦力提升80%，持續3回合
buffHotTips,使单体目标每回合回复25%法攻的生命值，持续3回合,Recovers (25% of magic ATK) HP for a single target each turn for 3 turns,使單體目標每回合回復25%法攻的生命值，持續3回合
debuffDefenseTips,使单体目标防御力降低80%，持续3回合,Reduces defense of a single target by 80% for 3 turns,使單體目標防禦力降低80%，持續3回合
debuffAttackTips,使单体目标力量降低80%，持续3回合,Reduces strength of a single target by 80% for 3 turns,使單體目標力量降低80%，持續3回合
debuffMagicTips,使单体目标智力降低80%，持续3回合,Reduces intelligence of a single target by 80% for 3 turns,使單體目標智力降低80%，持續3回合
debuffSpeedTips,使单体目标速度降低40%，持续3回合,Reduces speed of a single target by 40% for 3 turns,使單體目標速度降低40%，持續3回合
physicdebuffFireDotSlightTips,"给单体目标每回合造成{0}%物攻的火属性伤害,持续3回合",Deals ({0}% of physical ATK) fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的火屬性傷害,持續3回合"
physicdebuffFireDotMediumTips,"给单体目标每回合造成{0}%物攻的火属性伤害,持续3回合",Deals ({0}% of physical ATK) fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的火屬性傷害,持續3回合"
physicdebuffFireDotStrongTips,"给单体目标每回合造成{0}%物攻的火属性伤害,持续3回合",Deals ({0}% of physical ATK) fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的火屬性傷害,持續3回合"
physicdebuffWaterDotSlightTips,"给单体目标每回合造成{0}%物攻的水属性伤害,持续3回合",Deals ({0}% of physical ATK) water type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的水屬性傷害,持續3回合"
physicdebuffWaterDotMediumTips,"给单体目标每回合造成{0}%物攻的水属性伤害,持续3回合",Deals ({0}% of physical ATK) water type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的水屬性傷害,持續3回合"
physicdebuffWaterDotStrongTips,"给单体目标每回合造成{0}%物攻的水属性伤害,持续3回合",Deals ({0}% of physical ATK) water type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的水屬性傷害,持續3回合"
physicdebuffPlantDotSlightTips,"给单体目标每回合造成{0}%物攻的木属性伤害,持续3回合",Deals ({0}% of physical ATK) grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的木屬性傷害,持續3回合"
physicdebuffPlantDotMediumTips,"给单体目标每回合造成{0}%物攻的木属性伤害,持续3回合",Deals ({0}% of physical ATK) grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的木屬性傷害,持續3回合"
physicdebuffPlantDotStrongTips,"给单体目标每回合造成{0}%物攻的木属性伤害,持续3回合",Deals ({0}% of physical ATK) grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的木屬性傷害,持續3回合"
physicdebuffMetalDotSlightTips,"给单体目标每回合造成{0}%物攻的光属性伤害,持续3回合",Deals ({0}% of physical ATK) light type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的光屬性傷害,持續3回合"
physicdebuffMetalDotMediumTips,"给单体目标每回合造成{0}%物攻的光属性伤害,持续3回合",Deals ({0}% of physical ATK) light type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的光屬性傷害,持續3回合"
physicdebuffMetalDotStrongTips,"给单体目标每回合造成{0}%物攻的光属性伤害,持续3回合",Deals ({0}% of physical ATK) light type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的光屬性傷害,持續3回合"
physicdebuffEarthDotSlightTips,"给单体目标每回合造成{0}%物攻的暗属性伤害,持续3回合",Deals ({0}% of physical ATK) dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的暗屬性傷害,持續3回合"
physicdebuffEarthDotMediumTips,"给单体目标每回合造成{0}%物攻的暗属性伤害,持续3回合",Deals ({0}% of physical ATK) dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的暗屬性傷害,持續3回合"
physicdebuffEarthDotStrongTips,"给单体目标每回合造成{0}%物攻的暗属性伤害,持续3回合",Deals ({0}% of physical ATK) dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%物攻的暗屬性傷害,持續3回合"
magicdebuffFireDotSlightTips,"给单体目标每回合造成{0}%法攻的火属性伤害,持续3回合",Deals ({0}% of magic ATK) fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的火屬性傷害,持續3回合"
magicdebuffFireDotMediumTips,"给单体目标每回合造成{0}%法攻的火属性伤害,持续3回合",Deals ({0}% of magic ATK) fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的火屬性傷害,持續3回合"
magicdebuffFireDotStrongTips,"给单体目标每回合造成{0}%法攻的火属性伤害,持续3回合",Deals ({0}% of magic ATK) fire type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的火屬性傷害,持續3回合"
magicdebuffWaterDotSlightTips,"给单体目标每回合造成{0}%法攻的水属性伤害,持续3回合",Deals ({0}% of magic ATK) water type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的水屬性傷害,持續3回合"
magicdebuffWaterDotMediumTips,"给单体目标每回合造成{0}%法攻的水属性伤害,持续3回合",Deals ({0}% of magic ATK) water type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的水屬性傷害,持續3回合"
magicdebuffWaterDotStrongTips,"给单体目标每回合造成{0}%法攻的水属性伤害,持续3回合",Deals ({0}% of magic ATK) water type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的水屬性傷害,持續3回合"
magicdebuffPlantDotSlightTips,"给单体目标每回合造成{0}%法攻的木属性伤害,持续3回合",Deals ({0}% of magic ATK) grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的木屬性傷害,持續3回合"
magicdebuffPlantDotMediumTips,"给单体目标每回合造成{0}%法攻的木属性伤害,持续3回合",Deals ({0}% of magic ATK) grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的木屬性傷害,持續3回合"
magicdebuffPlantDotStrongTips,"给单体目标每回合造成{0}%法攻的木属性伤害,持续3回合",Deals ({0}% of magic ATK) grass type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的木屬性傷害,持續3回合"
magicdebuffMetalDotSlightTips,"给单体目标每回合造成{0}%法攻的光属性伤害,持续3回合",Deals ({0}% of magic ATK) light type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的光屬性傷害,持續3回合"
magicdebuffMetalDotMediumTips,"给单体目标每回合造成{0}%法攻的光属性伤害,持续3回合",Deals ({0}% of magic ATK) light type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的光屬性傷害,持續3回合"
magicdebuffMetalDotStrongTips,"给单体目标每回合造成{0}%法攻的光属性伤害,持续3回合",Deals ({0}% of magic ATK) light type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的光屬性傷害,持續3回合"
magicdebuffEarthDotSlightTips,"给单体目标每回合造成{0}%法攻的暗属性伤害,持续3回合",Deals ({0}% of magic ATK) dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的暗屬性傷害,持續3回合"
magicdebuffEarthDotMediumTips,"给单体目标每回合造成{0}%法攻的暗属性伤害,持续3回合",Deals ({0}% of magic ATK) dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的暗屬性傷害,持續3回合"
magicdebuffEarthDotStrongTips,"给单体目标每回合造成{0}%法攻的暗属性伤害,持续3回合",Deals ({0}% of magic ATK) dark type damage to a single target each turn for 3 turns,"給單體目標每回合造成{0}%法攻的暗屬性傷害,持續3回合"
ultXiaochou3Tips,给群体目标放置2回合之后爆炸的炸弹，爆炸造成{0}%法攻的水属性法术伤害,"Place a bomb that explodes after 2 turns, dealing ({0}% of magic ATK) water type magic damage to all enemies",給群體目標放置2回合之後爆炸的炸彈，爆炸造成{0}%法攻的水屬性法術傷害
ultXiaochou4Tips,在3秒内进行操作，每次操作给单体目标造成{1}%法攻的火属性法术伤害40%附加点燃效果（持续伤害）,"Carry out actions for 3 seconds, each action dealing ({1}% of magic ATK) fire type magic damage to a single target, with a 40% chance of ignition effect(Dot)",在3秒內進行操作，每次操作給單體目標造成{1}%法攻的火屬性法術傷害40%附加點燃效果（持續傷害）
ultKairuisi4Tips,给群体目标造成1~3次{0}%法攻的火属性法术伤害,Deals ({0}% of magic ATK) fire type magic damage 1 to 3 times to all enemies,給群體目標造成1~3次{0}%法攻的火屬性法術傷害
ultHetong2Tips,在3秒内进行操作，每次操作给单体目标造成{1}%法攻的木属性法术伤害;该伤害不会被火属性克制,"Carry out actions for 3 seconds, each action dealing ({1}% of magic ATK) grass type magic damage to a single target, this damage is not affected by fire type affinity",在3秒內進行操作，每次操作給單體目標造成{1}%法攻的木屬性法術傷害;該傷害不會被火屬性克制
ultWagui3Tips,给单体目标造成{0}%法攻的水属性法术伤害，若目标拥有减速效果，则附加一个溺水效果（持续伤害）,"Deals ({0}% of magic ATK) water type magic damage to a single target; if the target is affected by a slow effect, then deal an additional drowning effect(Dot)",給單體目標造成{0}%法攻的水屬性法術傷害，若目標擁有減速效果，則附加一個溺水效果（持續傷害）
ultHuapo2Tips,在3秒内进行操作，每次操作给单体目标造成{1}%物攻的木属性物理伤害;该伤害受属性克制影响更强,"Carry out actions for 3 seconds, each action dealing ({1}% of physical ATK) grass type physical damage to a single target, this damage can be amplified by affinity",在3秒內進行操作，每次操作給單體目標造成{1}%物攻的木屬性物理傷害;該傷害受屬性克制影響更強
ultCike4Tips,嘲讽敌方全体，持续2回合；若自身血量<50%则提升自身防御力，持续3回合,"Provoke all enemies for 2 turns; if your HP is less than 50%, then your DEF is increased for 3 turns",嘲諷敵方全體，持續2回合；若自身血量<50%則提升自身防禦力，持續3回合
ultPanshen2Tips,在3秒内进行操作，每次操作给单体目标造成{1}%物攻的木属性物理伤害,"Carry out actions for 3 seconds, each action dealing ({1}% of physical ATK) grass type physical damage to a single target",在3秒內進行操作，每次操作給單體目標造成{1}%物攻的木屬性物理傷害
ultWushi4Tips,给己方全体目标提升80%力量与智力，持续3回合,Increases all allies' STR and INT by 80% for 3 turns,給己方全體目標提升80%力量與智力，持續3回合
ultWushi3Tips,在3秒内进行操作，每次操作给单体目标造成{1}%法攻的水属性法术伤害,"Carry out actions for 3 seconds, each action dealing ({1}% of magic ATK) water type magic damage to a single target",在3秒內進行操作，每次操作給單體目標造成{1}%法攻的水屬性法術傷害
ultXiyiren4Tips,在3秒内进行操作，每次操作给单体目标造成{1}%物攻的火属性物理伤害,"Carry out actions for 3 seconds, each action dealing ({1}% of physical ATK) fire type physical damage to a single target",在3秒內進行操作，每次操作給單體目標造成{1}%物攻的火屬性物理傷害
ultXiyiren2Tips,嘲讽敌方全体，持续2回合,Provoke all enemy targets for 2 turns,嘲諷敵方全體，持續2回合
ultMantuoluo2Tips,给群体目标恢复{0}%法攻的生命值,Recovers ({0}% of magic ATK) HP for all allies,給群體目標恢復{0}%法攻的生命值
ultHetong3Tips,给己方全体目标提升80%防御力，持续3回合,Increases all allies' DEF by 80% for 3 turns,給己方全體目標提升80%防禦力，持續3回合
ultLonggongtongzi3Tips,给群体目标恢复{0}%法攻的生命值，对水属性怪物恢复效果更明显,"Recovers ({0}% of magic ATK) HP for all allies, with increased effects on water type monsters",給群體目標恢復{0}%法攻的生命值，對水屬性怪物恢復效果更明顯
